0 	 2.2600000000003172e-05 	 0.0 	 0.0
10 	 0.004276600000000003 	 0.0013766999999998697 	 0.0013973000000000347
20 	 0.022613199999999993 	 0.007222099999999762 	 0.007351399999999791
30 	 0.07397840000000004 	 0.023732500000002384 	 0.02420739999999701
40 	 0.17517570000000007 	 0.0567394000000178 	 0.057332199999987024
50 	 0.34228519999999996 	 0.11074580000002529 	 0.11214399999999572
60 	 0.5884588 	 0.1904428000000208 	 0.19292570000002246
70 	 0.9348029000000011 	 0.30328830000029683 	 0.30613369999990925
80 	 1.3937725000000003 	 0.45064889999972735 	 0.4565571000001377
90 	 2.0184198 	 0.6570238000003605 	 0.6637926000001457
100 	 2.9418457999999994 	 0.9589634999988604 	 0.9760592000010483
110 	 3.8636201000000012 	 1.251565699999422 	 1.2818089999995166
120 	 4.705976799999993 	 1.5225498000019044 	 1.5464579999989794
130 	 5.960236300000003 	 1.9268183000029722 	 1.956814399998828
140 	 7.3481621000000015 	 2.3758378999972676 	 2.4033924000011497
150 	 9.055217000000004 	 2.9317270999947085 	 2.96566600000657
160 	 10.9851401 	 3.5570840999986784 	 3.5945573999980014
170 	 13.158735400000007 	 4.26119770000102 	 4.302892000000872
180 	 15.6007967 	 5.0487519000017524 	 5.11380779999322
190 	 18.395511499999998 	 5.954886599998747 	 6.025058499988802

