0	4.938499999999999E-6	0.0	0.0
10	2.752234E-4	7.06314E-5	8.86416E-5
20	0.0020939171000000003	5.609315000000001E-4	3.737769E-4
30	0.0033727406999999993	8.244781000000002E-4	3.472658E-4
40	0.007768486200000001	0.0019005686	0.0019188138
50	0.015297218300000002	0.0036895860000000003	0.0038344155999999996
60	0.0263077804	0.006379288299999999	0.0065676478
70	0.0419485985	0.010130614300000002	0.0105048716
80	0.06265298770000001	0.0151221465	0.015814768
90	0.0898617363	0.0216572502	0.0226751237
100	0.1242945419	0.0297714041	0.0314850484
110	0.1636806808	0.0391267602	0.0415312372
120	0.21485560560000003	0.05129342220000001	0.05442797939999999
130	0.275226842	0.06588815919999999	0.06992224609999999
140	0.33998311729999997	0.08077389339999999	0.0864927563
150	0.421263672	0.099745495	0.10731087180000001
160	0.5143798287	0.1215220194	0.1313401113
170	0.6172607887	0.1455911429	0.1578934889
180	0.7358629381000001	0.17343346900000003	0.1881009905
190	0.859317138	0.20241814649999998	0.21934127230000003
200 1.007300243	0.23671884050000003	0.25815577889999997

